PageURL,Title,CreationDate,Seccion,Subseccion,Contenido,WikipageID,LastModified
https://en.wikipedia.org/wiki/Industrial_waste,Industrial waste,2023-09-27T14:14:01Z, Management , United States ,"The 1976 Resource Conservation and Recovery Act (RCRA) provides for federal regulation of industrial, household, and manufacturing solid and hazardous wastes in the United States. RCRA aims to conserve natural resources and energy, protect human health, eliminate or reduce waste, and to clean up waste when needed. RCRA first began as an amendment to the Solid Waste Disposal Act of 1965, and in 1984, Congress passed the Hazardous and Solid Waste Amendments (HSWA) which strengthened RCRA by: Eliminating land disposal—land disposal means placing waste on or in land (e.g. injection wells, landfills, etc.), and the Land Disposal Restrictions (LDR) program (under HSWA) forbids untreated hazardous waste from land disposals, and requires the U.S. Environmental Protection Agency (EPA) to set specific treatment standards that must be met before hazardous waste can be subject to land disposals. The LDR program also has a dilution prohibition, which asserts that hazardous waste cannot be diluted down by the handler as a means to avoid satisfying the treatment. Waste minimization—the goal of waste minimization is to make sure that the amount of hazardous waste that is produced, and its toxicity levels, is as diminished as possible, and the EPA does this through source reduction and recycling. Source reduction (or pollution prevention (P2)) trims production of hazardous wastes right at its source, and is the EPA's first step in material management with recycling being second. Amplifying the EPA's authority regarding corrective action—corrective action is when treatment, storage, and disposal facilities (TSDFs) must oblige with inquiring hazardous releases into ground and surface water, soil, and air, and clearing it up. Under the HSWA, the EPA can necessitate corrective action at permitted and non-permitted TSDFs.Furthermore, the EPA uses Superfund to find sites of contamination, identify the parties responsible, and in the occurrences where said parties are not known or able to, the program funds cleanups. Superfund also works on figuring out and applying final remedies for cleanups. The Superfund process is to: 1) collect necessary information (known as the Remedial Investigation (RI) phase); 2) assess alternatives to deal with any potential risks to the environmental and human health (known as the Feasibility Study (FS) stage); 3) determine the most suitable remedies that could lower the risks to more adequate levels. Some sites are so contaminated because of past waste disposals that it takes decades to clean them up, or bring the contamination down to acceptable levels, thus requiring long-term management over those sites. Hence, sometimes figuring out a final remedy is not possible, and so, the EPA has developed the Adaptive Management plan.The EPA has issued national regulations regarding the handling, treatment and disposal of wastes. EPA has authorized individual state environmental agencies to implement and enforce the RCRA regulations through approved waste management programs.State compliance is monitored by EPA inspections. In the case that waste management guideline standards are not met, action against the site will be taken. Compliance errors may be corrected by enforced cleanup directly by the site responsible for the waste or by a third party hired by that site. Prior to the enactment of the Clean Water Act (1972) and RCRA, open dumping or releasing wastewater into nearby bodies of water were common waste disposal methods. The negative effects on human health and environmental health led to the need for such regulations. The RCRA framework provides specified subsections defining nonhazardous and hazardous waste materials and how each should be properly managed and disposed of. Guidelines for the disposal of nonhazardous solid waste includes the banning of open dumping. Hazardous waste is monitored in a ""cradle to grave"" fashion; each step in the process of waste generation, transport and disposal is tracked. The EPA now manages 2.96 million tons of solid, hazardous and industrial waste. Since establishment, the RCRA program has undergone reforms as inefficiencies arise and as waste management processes evolve.The 1972 Clean Water Act is a broad legislative mandate to protect surface waters (rivers, lakes and coastal water bodies). A 1948 law had authorized research and development of voluntary water standards, and had provided limited financing for state and local government efforts. The 1972 law prohibited, for the first time, uncontrolled discharges of industrial waste, as well as municipal sewage, into waters of the United States. EPA was required to develop national standards for industrial facilities and standards for municipal sewage treatment plants. States were required to develop water quality standards for individual water bodies. Enforcement is mainly delegated to state agencies. Major amendments to the law were passed in 1977 and 1987.",216161,2023-09-27T14:14:01Z
https://en.wikipedia.org/wiki/Industrial_waste,Industrial waste,2023-09-27T14:14:01Z, See also , United States ,Chemical waste Environmental remediation Environmental racism Hazardous waste List of solid waste treatment technologies List of waste management companies List of waste management topics Recycling Soil pollution Tailings (mining waste),216161,2023-09-27T14:14:01Z
https://en.wikipedia.org/wiki/Dust_bunny,Dust bunny,2023-10-20T22:06:39Z,,,"Dust bunnies (or dustbunnies) are small clumps of dust that form under furniture and in corners that are not cleaned regularly. They are made of hair, lint, flakes of dead skin, spider webs, dust, and sometimes light rubbish and debris and are held together by static electricity and felt-like entanglement. They can house dust mites or other parasites and can lower the efficiency of dust filters by clogging them. The movement of a single large particle can start the formation of a dust bunny.Dust bunnies are harmful to electronics because they can obstruct air flow through heat sinks, raising temperatures significantly and therefore shortening the life of electronic components.An American trademark for ""Dustbunny"" was registered in 2006 for the ""Dustbunny Cleaner"", a robotic ball with an electrostatic sleeve that rolls around under furniture to collect dust bunnies and other material. Dust bunnies have been used as an analogy for the accretion of cosmic matter in planetoids.",1872297,2023-10-20T22:06:39Z
https://en.wikipedia.org/wiki/Dust_bunny,Dust bunny,2023-10-20T22:06:39Z, External links ,,The dictionary definition of dust bunny at Wiktionary,1872297,2023-10-20T22:06:39Z
https://en.wikipedia.org/wiki/Animal_product,Animal product,2023-10-13T01:19:01Z,,,"An animal product is any material derived from the body of a non-human animal. Examples are fat, flesh, blood, milk, eggs, and lesser known products, such as isinglass and rennet.Animal by-products, as defined by the USDA, are products harvested or manufactured from livestock other than muscle meat.  In the EU, animal by-products (ABPs) are defined somewhat more broadly, as materials from animals that people do not consume.  Thus, chicken eggs for human consumption are considered by-products in the US but not France; whereas eggs destined for animal feed are classified as animal by-products in both countries.  This does not in itself reflect on the condition, safety, or wholesomeness of the product. Animal by-products are carcasses and parts of carcasses from slaughterhouses, animal shelters, zoos and veterinarians, and products of animal origin not intended for human consumption, including catering waste. These products may go through a process known as rendering to be made into human and non-human foodstuffs, fats, and other material that can be sold to make commercial products such as cosmetics, paint, cleaners, polishes, glue, soap and ink. The sale of animal by-products allows the meat industry to compete economically with industries selling sources of vegetable protein.The word animals includes all species in the biological kingdom Animalia, including, for example, tetrapods, arthropods, and mollusks. Generally, products made from fossilized or decomposed animals, such as petroleum formed from the ancient remains of marine animals are not considered animal products. Crops grown in soil fertilized with animal remains are rarely characterized as animal products. Products sourced from humans (ex; hair sold for wigs, donated blood) are not typically classified as animal products even though humans are part of the animal kingdom. Several popular diet patterns prohibit the inclusion of some categories of animal products and may also limit the conditions of when other animal products may be permitted. This includes but not limited to secular diets; like, vegetarian, pescetarian, and paleolithic diets, as well as religious diets, such as kosher, halal, mahayana, macrobiotic, and sattvic diets. Other diets, such as vegan-vegetarian diets and all its subsets exclude any material of animal origin. Scholarly, the term animal source foods (ASFs) has been used to refer to these animal products and by-products collectively.In international trade legislation, the terminology products of animal origin (POAO) is used for referring to foods and goods that are derived from animals or have close relation to them.",4730949,2023-10-13T01:19:01Z
https://en.wikipedia.org/wiki/Animal_product,Animal product,2023-10-13T01:19:01Z, Slaughterhouse waste ,,"Slaughterhouse waste is defined as animal body parts cut off in the preparation of carcasses for use as food. This waste can come from several sources, including slaughterhouses, restaurants, stores and farms. In the UK, slaughterhouse waste is classed as category 3 risk waste in the Animal By-Products Regulations, with the exception of condemned meat which is classed as category 2 risk.",4730949,2023-10-13T01:19:01Z
https://en.wikipedia.org/wiki/Animal_product,Animal product,2023-10-13T01:19:01Z, Slaughterhouse waste , By-products in pet food ,"The leftover pieces that come from the process of stripping meat from animals tends to get used for different purposes. One of them is to put these parts into pet food. Many large, well-known pet food brands use animal by-products as protein sources in their recipes. This can include animal feet, livers, lungs, heads, spleens, etc or an admixture in the form of meat and bone meal. These organs are usually not eaten by humans depending on culture, but are safe and nutritious for pets regardless. By-products can also include bad-looking pieces. They are always cooked (rendered) to kill pathogens. Some pet food makers advertise the lack of by-products to appeal to buyers, a move criticized for contributing to food waste and reducing sustainability.",4730949,2023-10-13T01:19:01Z
https://en.wikipedia.org/wiki/Animal_product,Animal product,2023-10-13T01:19:01Z, Additives , By-products in pet food ,"Carmine, derived from crushed cochineal beetles, is a red or purple substance commonly used in food products. It is common in food products such as juice, candy, and yogurt. The presence of carmine in these products has been a source of controversy. One major source of controversy was the use of carmine in Starbucks frappuccinos. Carmine is an allergen according to the FDA. It takes about 70,000 female insects to produce a pound of dye. L-cysteine from human hair and pig bristles (used in the production of biscuits, bread and dietary supplements) Rennet (commonly used in the production of cheese) Shellac (commonly used for food dye, food glaze and medicine glaze) Swiftlet's nest (made of saliva)",4730949,2023-10-13T01:19:01Z
https://en.wikipedia.org/wiki/Animal_product,Animal product,2023-10-13T01:19:01Z, Further reading , By-products in pet food ,"Extensive list identifying animal-derived and vegan ingredients FDA Consumer Magazine: The Lowdown on Labels Heinz, G. & Hautzinger, P. ""Meat Processing Technology"" Archived February 7, 2019, at the Wayback Machine, Food and Agriculture Organization, 2007, accessed March 30, 2012. Leoci, R., Animal by-products (ABPs): origins, uses, and European regulations, Mantova (Italy): Universitas Studiorum, 2014. ISBN 978-88-97683-47-6 Mian N Riaz, Riaz N Riaz, Muhammad M Chaudry. Halal Food Production, CRC Press, 2004. ISBN 1-58716-029-3 Tsai, Michelle. ""What's in a can of dog food?, Slate, March 19, 2007. Earthly Origin of Materials, is a material animal, vegetable, or mineral?",4730949,2023-10-13T01:19:01Z
https://en.wikipedia.org/wiki/Sea_balls,Sea balls,2023-11-19T22:05:58Z,,,"Sea balls (also known as Aegagropila or Pillae marinae) are tightly packed balls of fibrous marine material, recorded from the seashore. They vary in size but are generally up to 7 centimetres (2.8 in) in size. In Edgartown, Massachusetts a longish sea ball around 45 centimetres (18 in) in diameter has been found. Others have been reported at Dingle Bay in Ireland  and at Valencia, Spain. They may occur in hundreds and are composed of plant material, in majority seagrass rhizome netting torn out by water movement.In recent years they have been shown to contain more and more plastic marine debris and even microplastics.",58451979,2023-11-19T22:05:58Z
https://en.wikipedia.org/wiki/Sea_balls,Sea balls,2023-11-19T22:05:58Z, Gallery ,,              ,58451979,2023-11-19T22:05:58Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z,,,"Construction waste or debris is any kind of debris from the construction process. Different government agencies have clear definitions. For example, the United States Environmental Protection Agency EPA defines construction and demolition materials as “debris generated during the construction, renovation and demolition of buildings, roads, and bridges.”  Additionally, the EPA has categorized Construction and Demolition (C&D) waste into three categories:  non-dangerous, hazardous, and semi-hazardous.Of total construction and demolition (C&D) waste in the United States, 90% comes from the demolition of structures, while waste generated during construction accounts for less than 10%. Construction waste frequently includes materials that are hazardous if disposed of in landfills. Such items include fluorescent lights, batteries, and other electrical equipment.When waste is created, options of disposal include exportation to a landfill, incineration, direct site reuse through integration into construction or as fill dirt, and recycling for a new use if applicable. In dealing with construction and demolition waste products, it is often hard to recycle and repurpose because of the cost of processing. Businesses recycling materials must compete with often the low cost of landfills and new construction commodities. Data provided by 24 states reported that solid waste from construction and demolition (C&D) accounts for 23% of total waste in the U.S. This is almost a quarter of the total solid waste produced by the United States. During construction a lot of this waste spends in a landfill leaching toxic chemicals into the surrounding environment.  Results of a recent questionnaire demonstrate that although 95.71% of construction projects indicate that construction waste is problematic, only 57.14% of those companies collect any relevant data.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Types of waste ,,"C&D Materials, construction and demolition materials, are materials used in and harvested from new building and civilengineer structures. Much building waste is made up of materials such as bricks, concrete and wood damaged or unused during construction. Observational research has shown that this can be as high as 10 to 15% of the materials that go into a building, a much higher percentage than the 2.5-5% usually assumed by quantity surveyors and the construction industry. Since considerable variability exists between construction sites, there is much opportunity for reducing this waste.There has been a massive increase in construction and demolition waste created over the last 30 years in the United States. In 1990, 135 million tons of construction and demolition debris by weight were created and had risen to 600 million tons by the year 2018. This is a 300% increase, but it is important to note that since 2015 the EPA has kept records of how the waste is disposed of. In 2018, 600 million tons of waste was created due to construction and demolition, and 143 million tons of it resides in landfills. This means that about 76% of waste is now retained and repurposed in the industry, but there is still more waste being exported to landfills than the entire amount of waste created in 1990. This unsustainable consumption of raw materials creates increasing business risks. This includes higher material costs or disruptions in the supply chains. In 2010, the EPA created the Sustainable Materials Management (SMM) Program Strategic Plan which marked a strategic shift by the EPA to move emphasis from broad resource recovery initiative to sustainable materials management. Since material management regulations largely exist at a state and local level, this is no real standard practice across the nation for responsible waste mitigation strategies for construction materials. The EPA aims to increase access to collection, processing, and recycling infrastructure in order to meet this issue head on.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Types of waste , Main causes of waste ,"Construction waste can be categorized as follows: Design, Handling, Worker, Management, Site condition, Procurement and External.  These categories were derived from data collected from past research concerning the frequency of different types of waste noted during each type of these activities.  Examples of this type of waste are as follows:",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Types of waste , Steel reinforcement ,"Steel is used as reinforcement and structural integrity in the vast majority of construction projects. The main reasons steel is wasted on a site is due to irresponsible beam cutting and fabrication issues. The worst sites usually end up being the ones that do not have adequate design details and standards, which can result in waste due to short ends of bars being discarded due to improper planning of cuts. Many companies now choose to purchase preassembled steel reinforcement pieces. This reduces waste by outsourcing the bar cutting to companies that prioritize responsible material use.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Types of waste , Premixed concrete ,"Premixed concrete has one of the lowest waste indices when compared to other building materials. Many site managers site the difficulties controlling concrete delivery amounts as a major issue in accurately quantifying concrete needed for a site. The deviations from actually constructed concrete slabs and beams and the design amounts necessary were found to be 5.4% and 2.7% larger than expected, respectively, when comparing the data from 30 Brazilian sites. Many of these issues were attributed to inadequate form layout or lack of precision in excavation for foundation piles. Additionally, site managers know that additional concrete may be needed, and they will often order excess material to not interrupt the concrete pouring.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Types of waste , Pipes and wires ,"It is often difficult to plan and keep track of all the pipes and wires on a site as they are used in so many different areas of a project, especially when electrical and plumbing services are routinely subcontracted. Many issues of waste arise in this area of the construction process because of poorly designed details and irresponsible cutting of pipes and wires leaving short, wasted pipes and wires.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Types of waste , Improper material storage ,The second leading cause of construction waste production is inproper material storage. Exposure to the elements and miss handling by persons are due to human error. Part of this human error can lead to illegal dumping and illegal transportation volume of waste from a jobsite.,6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z," Recycling, disposal and environmental impact ", Recycling and reuse of material ,"Most guidelines on C&D waste management follows the waste managing hierarchy framework. This framework involves a set of alternatives for dealing with waste arranged in descending order of preference. The waste hierarchy is a nationally and internationally accepted concept used to priorities and guide efforts to manage waste. Under the idea of Waste Hierarchy, there is the concept of the ""3R's,"" often known as ""reduce, reuse, recycle."" Certain countries adopt different numbers of ""R's."" The European Union, for example, puts principal to the ""4R"" system which includes ""Recovery"" in order to reduce waste of materials. Alternatives include prevention, energy recovery, (treatment) and disposal. It is possible to recycle many elements of construction waste. Often roll-off containers are used to transport the waste. Rubble can be crushed and reused in construction projects. Waste wood can also be recovered and recycled.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z," Recycling, disposal and environmental impact ", Landfilling ,"Some certain components of construction waste such as plasterboard are hazardous once landfilled. Plasterboard is broken down in landfill conditions releasing hydrogen sulfide, a toxic gas. Once broken down, Plasterboard poses a threat for increases Arsenic concentration Levels in its toxic inorganic form. The traditional disposal way for construction waste is to send it to landfill sites. In the U.S., federal regulations now require groundwater monitoring, waste screening, and operator training, due to the environmental impact of waste in C&D landfills (CFR 1996).  Sending the waste directly to a landfill causes many problems: Waste of natural resources Increases construction cost, especially the transportation process Occupies a large area of land Reduces soil quality Causes water pollution (Leachate) Causes air pollution Produces security risks etc.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z," Recycling, disposal and environmental impact ", Incineration and health risks ,"Where recycling is not an option, the disposal of construction waste and hazardous materials must be carried out according to legislation of relevant councils and regulatory bodies. The penalties for improper disposal of construction waste and hazardous waste, including asbestos, can reach into the tens of thousands of dollars for businesses and individuals. Waste-to-energy facilities burn more than 13% of solid municipal waste. The toxic fumes emitted by WTE plants can contain harmful chemicals such as mercury and other heavy metals, carbon monoxide, sulfur dioxide, and dioxins. Dioxin was used as a waste oil in Times Beach, Missouri. Days after the chemicals were introduced to the community animals began dying. By the time the EPA deemed dioxins to be highly toxic in the 1980s, the CDC recommended the town be abandoned entirely due to contaminated waste products in the area. By 1985, the entire population of Times Beach had been relocated, prompting Missouri to build a new incinerator on the contaminated land. They continued to burn 265,000 tons of dioxin-contaminated waste until 1997. Dioxins are a family of chemicals produced as a byproduct during the manufacturing of many pesticides and construction materials like carpeting and PVC. These chemicals exist in the environment attached to soil or dust particles that are invisible to the naked eye. Dioxins break down slowly. It still threatens public health at low levels. Since industry has mostly stopped producing dioxins, one of the largest contributors releasing harmful dioxins left in the United States is waste incineration. Dioxins have been proven to cause cancer, reproductive and developmental issues, and immune system damage. Rates of cancer such as non-Hodgkin's lymphoma and soft tissue sarcoma rise significantly the closer one lives to the pollutants' source.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Management strategies , Waste management fees ,"Waste management fees, under the 'polluter pays principle', can help mitigate levels of construction waste. There is very little information on determining a waste management fee for construction waste created. Many models for this have been created in the past, but they are subjective and flawed. In 2019, a study method was proposed to optimize the construction waste management fee. The new model expands on previous ones by considering life-cycle costs of construction waste and weighs it against the willingness to improve construction waste management. The study was based out of China. China has a large waste management issue, and their landfills are mostly filled in urban areas. The results of the study indicated different waste management fees for metal, wood, and masonry waste as $9.30, $5.92, and $4.25, respectively. The cost of waste management per square meter, or just under 11 square feet, on average was found to be $0.12. This type of waste management system requires top-down legislative action. It is not a choice the contractor has the luxury of making on his/her own.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Management strategies , Europe ,"In the European Union (EU), there is now significant emphasis on recycling building materials and adopting a cradle-to-grave ideology when it comes to building design, construction, and demolition. Their suggestions are much clearer and easier at the local or regional level, depending on government structure. In the 2016 EU Construction & Demolition Waste Management Protocol, they emphasize the benefits beyond financial gains for recycling such as job creation and reduced landfilling. They also emphasize the consideration of supply and demand geography; if the recycling plants are closer to urban areas than the aggregate quarries this can incentivize companies to use this recycled product even if it is not initially cheaper. In Austria, there are new improvements in the recycling of unusable wood products to be burnt in the creation of cement which offsets the carbon footprint of both products.The EU urges local authorities who issue demolition and renovation permits to ensure that a high-quality waste management plan is being followed, and they emphasize the need for post-demolition follow-ups in order to determine if the implemented plans are being followed. They also suggest the use of taxation to reduce the economic advantage of the landfills to create a situation where recycling becomes a reasonable choice financially. However, they do include the fact that the tax should only apply to recyclable waste materials. The main points of how the Europeans choose to address this issue of waste management is through the utilization of the tools given to a governing body to keep its people safe. Unlike in the United States, the EU's philosophy on waste management is not that it is an optional good thing to do when you can but a mandatory part of construction in the 21st century to ensure a healthy future for generations to follow. Taxing landfill has been most effective in Belgium, Denmark and Austria, which have all decreased their landfill disposal by over 30% since introducing the tax. Denmark successfully cut its landfill use by over 80%, reaching a recycling rate over 60%. In the United Kingdom, all personnel performing builders or construction waste clearance are required by law to be working for a CIS registered business. However, the waste generation in the UK continues to grow, but the rate of increase has slowed.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, Management strategies , United States ,"The United States has no national landfill tax or fee, but many states and local governments collect taxes and fees on the disposal of solid waste. The California Department of Resource Recycling and Recovery (CalRecycle) was created in 2010 to address the growing C&D waste problem in the United States. CalRecycle aids in the creation of C&D waste diversion model ordinance in local jurisdictions. They also provide information and other educational material on alternative C&D waste facilities. They promote these ordinances by creating incentive programs to encourage companies to participate in the waste diversion practices. There are also available grants and loans to aid organizations in their waste reduction strategies.  According to a survey, financially incentivizing stakeholders to reduce construction waste demonstrates favorable results.  This information provides an alternative way to reduce the cost so that the industry is more careful in their project decisions from beginning to end.",6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, See also , United States ,ATSDR Carcinogen Construction dust | Metal dust | Metal swarf |  Lead dust | Asbestos | Cement dust | Concrete dust | Wood dust | Paint dust Concrete recycling COPD COSHH Demolition waste NIEHS Particulates | Ultrafine particle Power tool Recycling Silicosis VOC Waste management Welding Embodied carbon,6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Construction_waste,Construction waste,2023-10-30T14:29:59Z, External links , United States ,Construction Waste Management Database from the Whole Building Design Guide of the National Institute of Building Sciences,6457329,2023-10-30T14:29:59Z
https://en.wikipedia.org/wiki/Demolition_waste,Demolition waste,2023-10-22T16:03:08Z,,,"Demolition waste is waste debris from destruction of buildings, roads, bridges, or other structures. Debris varies in composition, but the major components, by weight, in the US include concrete, wood products, asphalt shingles, brick and clay tile, steel, and drywall. There is the potential to recycle many elements of demolition waste.",22938559,2023-10-22T16:03:08Z
https://en.wikipedia.org/wiki/Demolition_waste,Demolition waste,2023-10-22T16:03:08Z, Composition ,,"In 2014, 505.1 million tons of demolition debris was generated in the US. Out of the 505.1 million tons, the debris was composed of 353.6 million tons of concrete, 76.6 million tons of asphalt concrete, 35.8 million tons of wood product, 12.7 million tons of asphalt shingles, 11.8 million tons of brick and clay tile, 10.3 million tons of drywall and plaster, and 4.3 million tons of steel.",22938559,2023-10-22T16:03:08Z
